BX = 000 Event : 1
BX = 001 Event : 2
BX = 010 Event : 3
BX = 011 Event : 4
BX = 100 Event : 5
BX = 101 Event : 6
BX = 110 Event : 7
BX = 111 Event : 8
BX = 000 Event : 9
BX = 001 Event : 10
BX = 010 Event : 11
0x00 0000100|0000010|10000101111110|010111000010|0001011000|001000010  0x04050BF2E10B042
BX = 011 Event : 12
BX = 100 Event : 13
0x00 0000100|0000101|10011110110000|011011110000|1110001011|110101001  0x040B3D8378717A9
0x01 0000100|0000110|10011110110000|011011101100|1110001011|110101010  0x040D3D8376717AA
0x02 0000100|0000111|10011110100000|011011110111|1110001100|110101001  0x040F3D037BF19A9
0x03 0000100|0001000|10011110100111|011011111100|1110001011|110101000  0x04113D3B7E717A8
BX = 101 Event : 14
BX = 110 Event : 15
BX = 111 Event : 16
BX = 000 Event : 17
BX = 001 Event : 18
0x00 0000100|0011011|10000001110101|010010000100|1110110101|111001010  0x043703AA4276BCA
BX = 010 Event : 19
0x00 0000100|0000110|10000100001110|011000010000|1110101101|110110011  0x040D08730875BB3
BX = 011 Event : 20
BX = 100 Event : 21
BX = 101 Event : 22
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0000100|0000110|10001010100010|011100010100|0001011100|001011011  0x040D15138A0B85B
BX = 000 Event : 25
BX = 001 Event : 26
0x00 0000100|0011011|10010010001011|011010010111|0001100100|001010011  0x0437245B4B8C853
BX = 010 Event : 27
BX = 011 Event : 28
BX = 100 Event : 29
0x00 0000100|0000100|10001100100000|011001010011|1110011111|110101101  0x0409190329F3FAD
0x01 0000100|0000101|10001110100010|011010010111|1110011010|110101000  0x040B1D134BF35A8
BX = 101 Event : 30
BX = 110 Event : 31
BX = 111 Event : 32
BX = 000 Event : 33
BX = 001 Event : 34
BX = 010 Event : 35
BX = 011 Event : 36
BX = 100 Event : 37
BX = 101 Event : 38
BX = 110 Event : 39
BX = 111 Event : 40
BX = 000 Event : 41
BX = 001 Event : 42
BX = 010 Event : 43
0x00 0000100|0001010|10001011110000|011100100101|0001100011|001011010  0x04151783928C65A
0x01 0000100|0001011|10001110100100|011101001100|0001101010|001011101  0x04171D23A60D45D
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0000100|0001001|10001011110000|011100100101|0001000111|001011100  0x041317839288E5C
0x01 0000100|0001011|10000101100010|010100010001|0001000010|001000000  0x04170B128888440
BX = 101 Event : 46
BX = 110 Event : 47
BX = 111 Event : 48
BX = 000 Event : 49
BX = 001 Event : 50
0x00 0000100|0000001|10000001111110|011100111111|0001010011|001011001  0x040303F39F8A659
BX = 010 Event : 51
BX = 011 Event : 52
BX = 100 Event : 53
0x00 0000100|0001001|10011000010000|011010111100|0001101100|001001111  0x041330835E0D84F
BX = 101 Event : 54
BX = 110 Event : 55
0x00 0000100|0000111|10001101111101|011010110010|1110101001|110101110  0x040F1BEB59753AE
0x01 0000100|0001000|10001110100001|011010111000|1110101000|110101110  0x04111D0B5C751AE
0x02 0000100|0001001|10001101011011|011010111010|1110101010|110101110  0x04131ADB5D755AE
0x03 0000100|0001010|10001101101000|011011000000|1110101010|110101101  0x04151B4360755AD
BX = 111 Event : 56
BX = 000 Event : 57
0x00 0000100|0001011|10000000111010|010100000110|0001000010|000111001  0x041701D28308439
BX = 001 Event : 58
0x00 0000100|0010010|10001110000000|011010010100|0001011000|001010010  0x04251C034A0B052
BX = 010 Event : 59
BX = 011 Event : 60
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
BX = 001 Event : 66
BX = 010 Event : 67
BX = 011 Event : 68
BX = 100 Event : 69
0x00 0000100|0001101|10000101111110|010111000010|0001011000|001000010  0x041B0BF2E10B042
BX = 101 Event : 70
BX = 110 Event : 71
0x00 0000100|0001101|10001100001001|010111001001|0001010110|001001010  0x041B184AE48AC4A
0x01 0000100|0001110|10001100101101|010110111101|0001011000|001001001  0x041D196ADE8B049
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
BX = 010 Event : 75
BX = 011 Event : 76
BX = 100 Event : 77
BX = 101 Event : 78
BX = 110 Event : 79
BX = 111 Event : 80
BX = 000 Event : 81
0x00 0000100|0000011|10010010010001|011100111101|0001110010|001100010  0x0407248B9E8E462
0x01 0000100|0001001|10011100011000|011100110100|0001111010|001011111  0x041338C39A0F45F
BX = 001 Event : 82
BX = 010 Event : 83
0x00 0000100|0001101|10010011110011|011011001111|0001101000|001011010  0x041B279B678D05A
BX = 011 Event : 84
BX = 100 Event : 85
BX = 101 Event : 86
BX = 110 Event : 87
BX = 111 Event : 88
BX = 000 Event : 89
0x00 0000100|0000111|10010001101001|011011001000|1110010111|110101110  0x040F234B6472FAE
BX = 001 Event : 90
0x00 0000100|0000101|10000010000100|010111110000|1110110011|110110101  0x040B0422F8767B5
BX = 010 Event : 91
BX = 011 Event : 92
BX = 100 Event : 93
0x00 0000100|0001111|10000100001110|011000010000|1110101101|110110011  0x041F08730875BB3
BX = 101 Event : 94
BX = 110 Event : 95
0x00 0000100|0001011|10000100000110|010110001001|1110111100|110111001  0x04170832C4F79B9
BX = 111 Event : 96
BX = 000 Event : 97
0x00 0000100|0001000|10000010010110|011000010111|0001011100|001010011  0x041104B30B8B853
BX = 001 Event : 98
0x00 0000100|0000000|10001001111000|011000111101|0001011101|001010000  0x040113C31E8BA50
BX = 010 Event : 99
BX = 011 Event : 100
0x00 0000100|0010001|10000010000101|011100010010|0001001101|001011101  0x0423042B8909A5D
